     0     1     2
     0     3     6
     0     0     0
     0     2     4
     0     3     6
     0     0     0
     0     1     5
     0     3     6
     0     0     0
     0     4     5
     0     3     6
     0     0     0
     0     3     6
     0     1     2
     0     0     0
     0     3     6
     0     2     4
     0     0     0
     0     3     6
     0     1     5
     0     0     0
     0     3     6
     0     4     5
     0     0     0
     0     3     6
     0     2     7
     0     0     0
     0     3     6
     0     5     7
     0     0     0
     0     3     6
     0     1     8
     0     0     0
     0     3     6
     0     4     8
     0     0     0
     0     3     6
     0     7     8
     0     0     0
     0     2     7
     0     3     6
     0     0     0
     0     5     7
     0     3     6
     0     0     0
     0     1     8
     0     3     6
     0     0     0
     0     4     8
     0     3     6
     0     0     0
     0     7     8
     0     3     6
     0     0     0
